longitude,latitude,time,chlorophyll,electrical conductivity,Low Frequency Water Depth(m),Dissolved Oxygen(% Sat),Dissolved oxygen(mg/L),Ammonia nitrogen,salinity,Phycotin,Total dissolved solids,turbidity,temperature,PH value,PH value(mv)
120.7047202,31.3155634,2021-12-03 10:48:32,4.83,366.86,3.819,41.39,4.5,0,0.24,1090.57,321.2,15.75,11.513,7.91,-80.11
120.7047488,31.3155764,2021-12-03 10:48:34,4.69,366.93,3.769,14.01,1.52,0,0.24,1092.15,321.27,15.76,11.512,7.91,-80.09
120.7047779,31.3155885,2021-12-03 10:48:36,4.54,366.88,3.809,47.29,5.15,0,0.24,1074.91,321.24,15.75,11.511,7.91,-80.07
120.7048066,31.3155969,2021-12-03 10:48:38,4.43,367.17,3.849,15.2,1.65,0,0.24,1074.46,321.49,15.72,11.511,7.91,-80.04
120.7048386,31.3156052,2021-12-03 10:48:40,4.38,367.23,3.839,30.06,3.27,0,0.24,1071.73,321.56,15.7,11.508,7.91,-80.02
120.7048716,31.3156125,2021-12-03 10:48:42,4.33,367.04,3.9,33.75,3.67,0,0.24,1072.03,321.41,15.66,11.507,7.91,-80
120.7049074,31.3156211,2021-12-03 10:48:44,4.32,367.01,3.94,31.54,3.43,0,0.24,1063.09,321.38,15.62,11.507,7.91,-79.98
120.7049358,31.3156327,2021-12-03 10:48:46,4.24,366.92,3.98,36.58,3.98,0,0.24,1048.43,321.32,15.61,11.506,7.91,-79.98
120.7049679,31.3156486,2021-12-03 10:48:48,4.28,366.71,4.039,49.29,5.36,0,0.24,1039.52,321.14,15.58,11.504,7.91,-79.97
120.7049969,31.315661,2021-12-03 10:48:50,4.34,366.47,4.07,29.06,3.16,0,0.24,1044.94,320.96,15.56,11.501,7.91,-79.97
120.7050261,31.315663,2021-12-03 10:48:52,4.38,366.17,4.059,41.56,4.52,0,0.24,1033.97,320.72,15.55,11.498,7.91,-79.98
120.705064,31.3156577,2021-12-03 10:48:54,4.39,366.06,4.05,27.26,2.97,0,0.24,1026.65,320.66,15.54,11.494,7.91,-79.98
120.7050983,31.3156596,2021-12-03 10:48:56,4.48,365.89,4.05,22.64,2.47,0,0.24,1029.75,320.53,15.55,11.491,7.91,-80
120.7051287,31.3156686,2021-12-03 10:48:58,4.62,365.87,4.05,27.53,3,0,0.24,1031.81,320.54,15.57,11.488,7.91,-80.02
120.7051582,31.3156708,2021-12-03 10:49:00,4.59,365.98,4.05,38.24,4.16,0,0.24,1029.18,320.67,15.59,11.484,7.91,-80.04
120.7051944,31.3156665,2021-12-03 10:49:02,4.37,365.9,3.99,51.47,5.61,0,0.24,1026.72,320.62,15.61,11.481,7.91,-80.06
120.705232,31.3156654,2021-12-03 10:49:04,4.59,365.86,4.03,35.11,3.82,0,0.24,1031.54,320.6,15.61,11.48,7.91,-80.09
120.7052651,31.3156695,2021-12-03 10:49:06,4.63,365.98,3.95,23.45,2.55,0,0.24,1035.69,320.7,15.6,11.481,7.91,-80.12
120.7052984,31.3156727,2021-12-03 10:49:08,4.61,366.03,3.91,32.79,3.57,0,0.24,1041.11,320.73,15.61,11.483,7.91,-80.14
120.7053308,31.3156775,2021-12-03 10:49:10,4.73,366.05,3.869,27.58,3,0,0.24,1044.36,320.73,15.6,11.484,7.91,-80.17
120.7053652,31.3156822,2021-12-03 10:49:12,4.77,366.34,3.839,52.44,5.71,0,0.24,1060.16,320.98,15.6,11.485,7.91,-80.2
120.705397,31.3156842,2021-12-03 10:49:14,4.86,366.33,3.869,33.9,3.69,0,0.24,1066.49,320.94,15.6,11.487,7.91,-80.23
120.7054296,31.3156819,2021-12-03 10:49:16,4.96,366.47,3.849,37.75,4.11,0,0.24,1070.35,321.03,15.58,11.491,7.91,-80.27
120.7054628,31.315679,2021-12-03 10:49:18,4.98,366.61,3.869,39.72,4.32,0,0.24,1067.59,321.14,15.57,11.495,7.92,-80.3
120.7054961,31.3156814,2021-12-03 10:49:20,4.96,366.7,3.9,34.83,3.79,0,0.24,1073.09,321.2,15.58,11.497,7.92,-80.33
120.705527,31.3156889,2021-12-03 10:49:22,4.94,366.77,3.94,30.88,3.36,0,0.24,1085.18,321.25,15.57,11.497,7.92,-80.37
120.7055604,31.3156993,2021-12-03 10:49:24,4.94,366.76,3.94,38.93,4.24,0,0.24,1086.83,321.24,15.58,11.498,7.92,-80.41
120.705589,31.3157045,2021-12-03 10:49:26,4.9,366.44,3.95,34.85,3.79,0,0.24,1092.06,320.96,15.62,11.498,7.92,-80.44
120.7056184,31.3157006,2021-12-03 10:49:28,4.92,366.3,3.94,36.95,4.02,0,0.24,1085.92,320.85,15.62,11.497,7.92,-80.46
120.705654,31.3156953,2021-12-03 10:49:30,4.9,366.39,3.96,36.69,3.99,0,0.24,1084.89,320.93,15.66,11.495,7.92,-80.49
120.7056925,31.3156967,2021-12-03 10:49:32,4.97,366.13,3.93,41.18,4.48,0,0.24,1079.01,320.71,15.67,11.494,7.92,-80.52
120.7057236,31.3157019,2021-12-03 10:49:34,4.96,365.8,3.93,20.4,2.22,0,0.24,1087.07,320.43,15.72,11.493,7.92,-80.54
120.7057553,31.3157096,2021-12-03 10:49:36,4.89,365.8,3.93,33.12,3.61,0,0.24,1085.39,320.45,15.73,11.492,7.92,-80.56
120.705789,31.3157141,2021-12-03 10:49:38,4.89,365.78,3.94,25.64,2.79,0,0.24,1082.98,320.43,15.78,11.492,7.92,-80.57
120.7058241,31.3157147,2021-12-03 10:49:40,4.84,366.08,3.93,24.5,2.67,0,0.24,1085.02,320.7,15.8,11.49,7.92,-80.56
120.7058591,31.3157167,2021-12-03 10:49:42,4.87,366.24,3.98,29.3,3.19,0,0.24,1088.05,320.86,15.81,11.489,7.92,-80.56
120.7058871,31.3157197,2021-12-03 10:49:44,4.85,366.23,3.95,25.4,2.77,0,0.24,1079.07,320.85,15.83,11.487,7.92,-80.55
120.7059223,31.3157211,2021-12-03 10:49:46,4.93,366.06,4,36.15,3.94,0,0.24,1090.86,320.74,15.86,11.484,7.92,-80.54
120.705954,31.3157207,2021-12-03 10:49:48,4.93,366.12,4,22.53,2.45,0,0.24,1081.25,320.8,15.87,11.484,7.92,-80.53
120.7059856,31.3157143,2021-12-03 10:49:50,4.94,366.08,4.07,45.28,4.93,0,0.24,1079.81,320.75,15.86,11.484,7.92,-80.52
120.7060145,31.3157037,2021-12-03 10:49:52,4.95,365.91,4.039,30.2,3.29,0,0.24,1071.75,320.63,15.86,11.481,7.92,-80.5
120.7060462,31.3156877,2021-12-03 10:49:54,4.9,365.79,4.03,36.82,4.01,0,0.24,1076.9,320.53,15.88,11.481,7.92,-80.48
120.7060739,31.3156754,2021-12-03 10:49:56,4.84,365.61,4.01,28.46,3.1,0,0.24,1069.84,320.37,15.91,11.481,7.92,-80.45
120.7061076,31.3156701,2021-12-03 10:49:58,4.8,365.67,4,28.66,3.12,0,0.24,1079.38,320.42,15.93,11.482,7.92,-80.42
120.7061406,31.3156715,2021-12-03 10:50:00,4.74,365.94,4.019,36.79,4.01,0,0.24,1086.1,320.63,15.94,11.484,7.92,-80.4
120.706173,31.3156756,2021-12-03 10:50:02,4.7,365.95,4.07,40.7,4.43,0,0.24,1070.88,320.69,15.97,11.479,7.92,-80.37
120.7062018,31.3156835,2021-12-03 10:50:04,4.67,365.92,4.059,25.44,2.77,0,0.24,1073.04,320.69,16.01,11.475,7.92,-80.33
120.7062299,31.3156953,2021-12-03 10:50:06,4.74,366.23,4.099,30.66,3.34,0,0.24,1077.87,320.94,16.04,11.478,7.92,-80.3
120.706257,31.3157135,2021-12-03 10:50:08,4.7,366.2,4.159,62.77,6.84,0,0.24,1080.33,320.91,16.04,11.478,7.91,-80.28
120.7062751,31.3157337,2021-12-03 10:50:10,4.71,366.35,4.159,31.49,3.43,0,0.24,1083.28,321.06,16.05,11.475,7.91,-80.24
120.7062885,31.3157578,2021-12-03 10:50:12,4.75,366.52,4.119,27.88,3.04,0,0.24,1080.41,321.23,16.07,11.473,7.91,-80.2
120.7062907,31.3157862,2021-12-03 10:50:14,4.74,366.38,4.039,34.45,3.75,0,0.24,1087.12,321.13,16.08,11.471,7.91,-80.16
120.7062793,31.3158112,2021-12-03 10:50:16,4.72,366.48,4.059,41.48,4.52,0,0.24,1071.2,321.2,16.1,11.473,7.91,-80.11
120.7062566,31.3158258,2021-12-03 10:50:18,4.68,366.51,4.07,24.8,2.7,0,0.24,1068.03,321.21,16.1,11.474,7.91,-80.06
120.7062312,31.3158234,2021-12-03 10:50:20,4.69,366.22,4.139,35.28,3.84,0,0.24,1064.25,320.98,16.05,11.472,7.91,-79.99
120.7062105,31.3158057,2021-12-03 10:50:22,4.71,366.27,4.179,30.69,3.34,0,0.24,1080.59,321.03,16.01,11.471,7.91,-79.93
120.7062052,31.3157796,2021-12-03 10:50:24,4.71,366.36,4.099,9.45,1.03,0,0.24,1080.44,321.1,15.95,11.473,7.91,-79.88
120.7062164,31.3157573,2021-12-03 10:50:26,4.69,366.29,4.07,40.82,4.45,0,0.24,1076.25,321.03,15.89,11.474,7.91,-79.84
120.706242,31.3157415,2021-12-03 10:50:28,4.69,366.32,4.11,37.79,4.12,0,0.24,1069.6,321.06,15.82,11.473,7.91,-79.81
120.7062756,31.3157427,2021-12-03 10:50:30,4.76,366.23,4.099,25.64,2.79,0,0.24,1073.24,320.98,15.75,11.473,7.91,-79.77
120.7062961,31.3157594,2021-12-03 10:50:32,4.73,366.33,4.079,21.14,2.3,0,0.24,1076.49,321.08,15.71,11.471,7.91,-79.73
120.7063008,31.3157854,2021-12-03 10:50:34,4.71,366.36,4.03,30.44,3.32,0,0.24,1072.01,321.12,15.7,11.47,7.9,-79.71
120.7062941,31.3158092,2021-12-03 10:50:36,4.71,366.45,4.11,57.03,6.21,0,0.24,1078.79,321.19,15.69,11.471,7.9,-79.68
120.7062782,31.3158341,2021-12-03 10:50:38,4.65,366.44,4.099,45.37,4.94,0,0.24,1066.78,321.19,15.69,11.47,7.9,-79.66
120.7062586,31.3158561,2021-12-03 10:50:40,4.54,366.55,4.07,44.69,4.87,0,0.24,1064.09,321.28,15.71,11.471,7.9,-79.65
120.7062429,31.3158769,2021-12-03 10:50:42,4.45,366.55,4.159,20.17,2.2,0,0.24,1043.95,321.3,15.74,11.469,7.9,-79.63
120.7062348,31.3159026,2021-12-03 10:50:44,4.37,366.55,4.099,29.61,3.23,0,0.24,1047.51,321.29,15.76,11.469,7.9,-79.61
120.706227,31.3159287,2021-12-03 10:50:46,4.37,366.55,4.07,31.32,3.41,0,0.24,1041.31,321.3,15.78,11.468,7.9,-79.59
120.7062162,31.3159539,2021-12-03 10:50:48,4.34,366.56,4.039,40.24,4.38,0,0.24,1038.69,321.3,15.81,11.469,7.9,-79.55
120.7062012,31.3159747,2021-12-03 10:50:50,4.34,366.5,4,38.55,4.2,0,0.24,1038.76,321.23,15.82,11.472,7.9,-79.51
120.7061831,31.3159966,2021-12-03 10:50:52,4.32,366.48,4.039,32.17,3.5,0,0.24,1040.13,321.21,15.85,11.472,7.9,-79.46
120.7061674,31.316018,2021-12-03 10:50:54,4.34,366.43,4.01,21.54,2.35,0,0.24,1045.93,321.14,15.87,11.474,7.9,-79.4
120.7061514,31.3160388,2021-12-03 10:50:56,4.37,366.46,4.039,36.72,4,0,0.24,1055.66,321.16,15.87,11.476,7.9,-79.35
120.7061396,31.3160623,2021-12-03 10:50:58,4.43,366.4,4,38.53,4.2,0,0.24,1045.61,321.1,15.91,11.477,7.9,-79.29
120.706126,31.3160873,2021-12-03 10:51:00,4.53,366.38,3.98,25.53,2.78,0,0.24,1054.47,321.07,15.91,11.478,7.9,-79.24
120.7061145,31.3161125,2021-12-03 10:51:02,4.58,366.66,3.99,60.7,6.61,0,0.24,1055.48,321.34,15.93,11.476,7.9,-79.19
120.7061037,31.3161373,2021-12-03 10:51:04,4.65,366.67,4.01,19.1,2.08,0,0.24,1056.51,321.37,15.93,11.473,7.89,-79.14
120.7060933,31.3161593,2021-12-03 10:51:06,4.66,366.62,4.01,40.77,4.44,0,0.24,1046.42,321.34,15.94,11.471,7.89,-79.1
120.706077,31.3161851,2021-12-03 10:51:08,4.6,366.44,4.039,56.24,6.13,0,0.24,1056.09,321.22,15.96,11.466,7.89,-79.06
120.7060593,31.3162065,2021-12-03 10:51:11,4.58,366.46,4.019,28.14,3.07,0,0.24,1049.08,321.26,15.98,11.464,7.89,-79.03
120.7060466,31.3162285,2021-12-03 10:51:13,4.63,366.37,4.03,61.04,6.65,0,0.24,1056.85,321.18,15.98,11.464,7.89,-79.01
120.7060244,31.3162471,2021-12-03 10:51:15,4.65,366.49,3.98,38.26,4.17,0,0.24,1054.16,321.27,15.99,11.465,7.89,-79
120.7060059,31.3162654,2021-12-03 10:51:17,4.71,366.43,4.01,67.02,7.3,0,0.24,1065.34,321.19,16,11.468,7.89,-79.01
120.7059872,31.3162857,2021-12-03 10:51:19,4.75,366.53,3.99,61.59,6.71,0,0.24,1067.05,321.25,16.01,11.471,7.89,-79.01
120.7059713,31.3163075,2021-12-03 10:51:21,4.88,366.6,3.97,27.73,3.02,0,0.24,1081.81,321.29,16.04,11.475,7.89,-79.03
120.705958,31.316328,2021-12-03 10:51:23,4.91,366.9,3.97,53.32,5.81,0,0.24,1083.01,321.51,16.03,11.48,7.89,-79.05
120.7059439,31.3163558,2021-12-03 10:51:25,4.97,367.01,3.96,49.44,5.38,0,0.24,1095.12,321.59,16.02,11.482,7.89,-79.07
120.7059321,31.3163835,2021-12-03 10:51:27,5.02,366.98,4.01,28.83,3.14,0,0.24,1098.24,321.55,16.02,11.484,7.89,-79.09
120.705919,31.3164073,2021-12-03 10:51:29,5.04,366.77,3.97,28.76,3.13,0,0.24,1097.51,321.37,16.01,11.483,7.89,-79.11
120.7059006,31.3164291,2021-12-03 10:51:31,5.11,366.63,4.07,88.02,9.59,0,0.24,1099.58,321.28,16.03,11.479,7.89,-79.14
120.7058873,31.3164452,2021-12-03 10:51:33,5.06,366.56,4.119,30.54,3.33,0,0.24,1095.81,321.25,16.05,11.475,7.9,-79.16
120.7058628,31.3164649,2021-12-03 10:51:35,5.11,366.64,4.07,54.16,5.9,0,0.24,1092.89,321.34,16.06,11.473,7.9,-79.18
120.7058466,31.3164828,2021-12-03 10:51:37,5.17,366.74,4.03,74.71,8.14,0,0.24,1092.55,321.47,16.08,11.468,7.9,-79.19
120.7058312,31.316509,2021-12-03 10:51:39,5.19,366.74,4.059,33.71,3.67,0,0.24,1096.29,321.49,16.09,11.465,7.9,-79.2
120.7058193,31.3165327,2021-12-03 10:51:41,5.16,366.7,4.03,89.23,9.72,0,0.24,1091.78,321.5,16.11,11.46,7.9,-79.21
120.7058063,31.3165564,2021-12-03 10:51:43,5.14,366.82,3.99,44.62,4.86,0,0.24,1099.09,321.6,16.12,11.46,7.9,-79.21
120.7057893,31.3165767,2021-12-03 10:51:45,5.17,366.86,4,98.35,10.72,0,0.24,1103.27,321.62,16.12,11.461,7.9,-79.21
120.7057732,31.3165963,2021-12-03 10:51:47,5.16,366.92,3.9,56.77,6.18,0,0.24,1103.17,321.67,16.11,11.462,7.9,-79.2
120.7057557,31.3166136,2021-12-03 10:51:49,5.13,366.69,3.88,60.18,6.56,0,0.24,1108.28,321.47,16.11,11.463,7.9,-79.19
120.7057371,31.3166357,2021-12-03 10:51:51,5.18,366.7,3.829,40.3,4.39,0,0.24,1103.49,321.44,16.09,11.467,7.9,-79.19
120.7057234,31.3166584,2021-12-03 10:51:53,5.14,366.92,3.839,58.91,6.42,0,0.24,1105.43,321.6,16.09,11.472,7.9,-79.18
120.705711,31.3166827,2021-12-03 10:51:55,5.17,366.99,3.789,53.63,5.84,0,0.24,1106.49,321.63,16.09,11.475,7.9,-79.19
120.7056973,31.3167052,2021-12-03 10:51:57,5.23,366.88,3.769,25.32,2.76,0,0.24,1114.45,321.53,16.09,11.475,7.9,-79.2
120.7056815,31.3167243,2021-12-03 10:51:59,5.26,366.85,3.75,31.96,3.48,0,0.24,1110.65,321.5,16.1,11.476,7.9,-79.21
120.7056629,31.3167484,2021-12-03 10:52:01,5.24,366.84,3.73,38.39,4.18,0,0.24,1107.84,321.47,16.09,11.479,7.9,-79.22
120.7056475,31.31677,2021-12-03 10:52:03,5.27,366.93,3.809,36.41,3.97,0,0.24,1106.49,321.55,16.1,11.478,7.9,-79.23
120.7056309,31.3167905,2021-12-03 10:52:05,5.3,366.93,3.799,60.09,6.54,0,0.24,1109.6,321.57,16.11,11.476,7.9,-79.25
120.7056134,31.3168125,2021-12-03 10:52:07,5.17,367.02,3.779,47.96,5.22,0,0.24,1105.51,321.65,16.11,11.476,7.9,-79.26
120.7055917,31.3168295,2021-12-03 10:52:09,5.16,367.02,3.74,24.08,2.62,0,0.24,1099.56,321.64,16.12,11.477,7.9,-79.28
120.7055652,31.3168466,2021-12-03 10:52:11,5.11,367.23,3.74,93.26,10.16,0,0.24,1103.98,321.79,16.12,11.481,7.9,-79.29
120.7055427,31.3168611,2021-12-03 10:52:13,5.1,367.2,3.779,33.64,3.66,0,0.24,1106.26,321.76,16.1,11.482,7.9,-79.31
120.7055206,31.3168791,2021-12-03 10:52:15,5.11,367.21,3.759,58.21,6.34,0,0.24,1098.21,321.78,16.12,11.48,7.9,-79.31
120.7055021,31.3168988,2021-12-03 10:52:17,5.14,367.04,3.849,47.51,5.17,0,0.24,1094.03,321.63,16.13,11.48,7.9,-79.31
120.7054833,31.3169204,2021-12-03 10:52:19,5.27,366.96,3.74,42.99,4.68,0,0.24,1100.75,321.58,16.13,11.477,7.9,-79.31
120.7054594,31.316946,2021-12-03 10:52:21,5.35,366.85,3.74,43.93,4.78,0,0.24,1089,321.54,16.15,11.471,7.9,-79.3
120.7054399,31.3169678,2021-12-03 10:52:23,5.38,366.86,3.779,42.04,4.58,0,0.24,1085.62,321.6,16.16,11.465,7.9,-79
120.7054203,31.3169878,2021-12-03 10:52:25,5.35,366.78,3.789,72.65,7.92,0,0.24,1088.33,321.56,16.16,11.461,7.9,-79.28
120.7053996,31.3170092,2021-12-03 10:52:27,5.32,366.76,3.72,22.11,2.41,0,0.24,1087.49,321.56,16.18,11.459,7.9,-79.26
120.7053782,31.3170278,2021-12-03 10:52:29,5.28,366.85,3.769,35.24,3.84,0,0.24,1090.74,321.64,16.17,11.459,7.9,-79.24
120.7053553,31.3170464,2021-12-03 10:52:31,5.2,366.83,3.75,42.05,4.58,0,0.24,1091.83,321.62,16.16,11.459,7.9,-79
120.7053317,31.317065,2021-12-03 10:52:33,5.08,366.99,3.869,41.4,4.51,0,0.24,1099,321.75,16.17,11.46,7.9,-79.21
120.7053076,31.3170811,2021-12-03 10:52:35,5.04,367.09,3.96,59.88,6.52,0,0.24,1093.01,321.81,16.16,11.464,7.9,-79.18
120.7052819,31.3170943,2021-12-03 10:52:37,5.04,367.24,3.93,36.98,4.03,0,0.24,1095.64,321.95,16.17,11.463,7,-79.16
120.7052551,31.3171061,2021-12-03 10:52:39,5.03,367.39,3.97,29.92,3.26,0,0.24,1113.45,322.09,16.18,11.462,7.89,-79.1
120.7052292,31.3171229,2021-12-03 10:52:41,5.05,367.3,3.97,44.22,4.82,0,0.24,1114.32,322.04,16.2,11.459,7.89,-79.1
120.7052072,31.3171393,2021-12-03 10:52:43,5,367.18,3.99,29.66,3.23,0,0.24,1110.97,321.92,16.21,11.46,7.89,-79.06
120.7051867,31.3171578,2021-12-03 10:52:45,5.07,367.16,3.95,54.25,5.91,0,0.24,1117.23,321.91,16.24,11.458,7,-79.04
120.7051676,31.3171785,2021-12-03 10:52:47,5.09,367.1,3.89,43.23,4.71,0,0.24,1122.85,321.87,16.24,11.458,7.89,-79.01
120.7051513,31.3171999,2021-12-03 10:52:49,5.08,367.1,3.95,64.77,7.06,0,0.24,1117.98,321.86,16.26,11.459,7.89,-78.99
120.7051332,31.3172191,2021-12-03 10:52:51,5.07,367.04,3.94,31.36,3.42,0,0.24,1117.89,321.75,16.26,11.466,7,-78.97
120.7051067,31.3172373,2021-12-03 10:52:53,5.13,367.05,3.95,34.14,3.72,0,0.24,1126.6,321.71,16.29,11.471,7,-78.95
120.7050839,31.31725,2021-12-03 10:52:55,5.15,367.13,3.829,35.34,3.85,0,0.24,1123.19,321.76,16.3,11.475,7.89,-78.94
120.7050589,31.317267,2021-12-03 10:52:57,5.14,367.21,3.819,24.9,2.71,0,0.24,1125.57,321.79,16.28,11.479,7.89,-78.92
120.7050372,31.3172837,2021-12-03 10:52:59,5.13,367.2,3.839,50.25,5.47,0,0.24,1119.48,321.74,16.29,11.484,7.89,-78.91
120.7050166,31.3173015,2021-12-03 10:53:01,5.14,367.16,3.789,83.19,9.06,0,0.24,1122.46,321.66,16.29,11.489,7.89,-78.91
120.7049965,31.3173222,2021-12-03 10:53:03,5.12,367.13,3.73,25.38,2.76,0,0.24,1124.37,321.61,16.29,11.493,7.89,-78.91
120.7049766,31.3173427,2021-12-03 10:53:05,5.08,367.17,3.69,59.59,6.49,0,0.24,1118.39,321.61,16.28,11.497,7.89,-78.92
120.7049528,31.3173596,2021-12-03 10:53:07,4.98,367.23,3.65,45.36,4.94,0,0.24,1116.64,321.64,16.26,11.499,7.89,-78.93
120.7049284,31.3173748,2021-12-03 10:53:09,4.88,367.19,3.65,28.26,3.08,0,0.24,1106.53,321.59,16.23,11.502,7.89,-78.95
120.7049007,31.3173861,2021-12-03 10:53:11,4.83,367.22,3.619,30.64,3.33,0,0.24,1103.48,321.58,16.23,11.505,7.89,-78.96
120.7048703,31.3173929,2021-12-03 10:53:13,4.87,367.27,3.589,43.95,4.78,0,0.24,1103.42,321.62,16.23,11.506,7.89,-78.98
120.7048416,31.3173945,2021-12-03 10:53:15,4.96,367.26,3.589,24.9,2.71,0,0.24,1101.87,321.61,16.24,11.506,7.89,-79
120.7048094,31.3173982,2021-12-03 10:53:17,5,367.24,3.65,32.79,3.57,0,0.24,1091.53,321.58,16.25,11.507,7.89,-79.02
120.7047816,31.3174051,2021-12-03 10:53:19,5.03,367.2,3.589,39.36,4.28,0,0.24,1097.58,321.54,16.27,11.508,7.89,-79.04
120.7047507,31.3174143,2021-12-03 10:53:21,5.06,367.2,3.549,37.44,4.07,0,0.24,1086.38,321.53,16.27,11.51,7.89,-79.06
120.7047259,31.3174259,2021-12-03 10:53:23,5,367.32,3.579,49.72,5.41,0,0.24,1096.31,321.62,16.28,11.512,7.89,-79.09
120.7047047,31.3174427,2021-12-03 10:53:25,4.99,367.48,3.519,31.28,3.4,0,0.24,1104.04,321.73,16.27,11.514,7.89,-79.11
120.7046931,31.3174646,2021-12-03 10:53:27,4.89,367.53,3.509,46.16,5.02,0,0.24,1108.37,321.77,16.25,11.516,7.89,-79.14
120.704686,31.3174903,2021-12-03 10:53:29,4.85,367.48,3.569,29.07,3.16,0,0.24,1123.95,321.72,16.22,11.516,7.9,-79.16
120.7046781,31.3175141,2021-12-03 10:53:31,4.87,367.49,3.44,32.91,3.58,0,0.24,1126.9,321.73,16.18,11.516,7.9,-79.18
120.7046637,31.317539,2021-12-03 10:53:33,4.82,367.53,3.44,42.11,4.58,0,0.24,1115.88,321.75,16.14,11.518,7.9,-79.2
120.7046471,31.3175612,2021-12-03 10:53:35,4.83,367.53,3.41,46.47,5.06,0,0.24,1120.08,321.77,16.11,11.516,7.9,-79.23
120.7046298,31.3175849,2021-12-03 10:53:37,4.84,367.52,3.44,41.1,4.47,0,0.24,1112.45,321.78,16.09,11.513,7.9,-79.25
120.7046148,31.3176067,2021-12-03 10:53:39,4.86,367.52,3.359,35.89,3.91,0,0.24,1114.6,321.81,16.09,11.51,7.9,-79.28
120.7046009,31.3176312,2021-12-03 10:53:41,4.91,367.35,3.44,69.88,7.6,0,0.24,1119.63,321.65,16.1,11.511,7.9,-79.3
120.7045868,31.3176518,2021-12-03 10:53:43,4.95,367.43,3.369,51.39,5.59,0,0.24,1107.5,321.71,16.1,11.512,7.9,-79.33
120.704569,31.3176737,2021-12-03 10:53:45,4.97,367.52,3.279,42.13,4.59,0,0.24,1117.68,321.8,16.09,11.511,7.9,-79.35
120.7045494,31.3176933,2021-12-03 10:53:47,5.09,367.5,3.259,29.27,3.19,0,0.24,1109.85,321.75,16.1,11.513,7.9,-79.37
120.7045277,31.3177127,2021-12-03 10:53:49,5.1,367.33,3.18,67.78,7.38,0,0.24,1095.87,321.6,16.1,11.515,7.9,-79.4
120.704505,31.3177315,2021-12-03 10:53:51,5.11,367.29,3.18,53.75,5.85,0,0.24,1095.29,321.53,16.09,11.518,7.9,-79.43
120.7044855,31.3177493,2021-12-03 10:53:53,5.09,367.49,3.19,68.58,7.46,0,0.24,1092.02,321.71,16.08,11.519,7.9,-79.45
120.704468,31.31777,2021-12-03 10:53:55,5.08,367.62,3.17,36.16,3.93,0,0.24,1090.97,321.83,16.08,11.518,7.9,-79.48
120.7044515,31.3177909,2021-12-03 10:53:57,5.11,367.55,3.069,47.18,5.13,0,0.24,1082.56,321.76,16.08,11.518,7.9,-79.5
120.7044353,31.3178129,2021-12-03 10:53:59,5.15,367.34,3.16,56.43,6.14,0,0.24,1087.54,321.59,16.08,11.516,7.9,-79.52
120.7044209,31.3178354,2021-12-03 10:54:01,5.22,367.48,3.089,36.05,3.92,0,0.24,1096.09,321.73,16.08,11.515,7.9,-79.54
120.7044068,31.3178603,2021-12-03 10:54:03,5.31,367.54,3,38.13,4.15,0,0.24,1088.04,321.8,16.08,11.513,7.9,-79.55
120.7043931,31.3178826,2021-12-03 10:54:05,5.25,367.53,2.95,73.34,7.98,0,0.24,1091.79,321.79,16.1,11.512,7.9,-79.56
120.7043759,31.3179046,2021-12-03 10:54:07,5.25,367.48,2.9,37.47,4.08,0,0.24,1087.54,321.75,16.14,11.513,7.9,-79.56
120.704357,31.3179241,2021-12-03 10:54:09,5.13,367.46,2.859,61.56,6.7,0,0.24,1081.88,321.72,16.16,11.514,7.9,-79.55
120.7043309,31.3179446,2021-12-03 10:54:11,4.97,367.65,2.829,56.2,6.11,0,0.24,1084.15,321.87,16.18,11.516,7.9,-79.54
120.7043084,31.317961,2021-12-03 10:54:13,4.92,367.63,2.67,43.1,4.69,0,0.24,1088.76,321.85,16.23,11.517,7.9,-79.52
120.7042878,31.3179804,2021-12-03 10:54:15,4.87,367.74,2.569,29.38,3.2,0,0.24,1090.3,321.93,16.26,11.518,7.9,-79.5
120.7042692,31.3179995,2021-12-03 10:54:17,4.88,367.57,2.359,52.11,5.67,0,0.24,1092.9,321.74,16.27,11.523,7.9,-79.48
120.7042547,31.318024,2021-12-03 10:54:19,4.82,367.67,2.2,49.83,5.42,0,0.24,1084.54,321.8,16.28,11.526,7.9,-79.46
120.7042439,31.318046,2021-12-03 10:54:21,4.85,367.65,1.95,32.81,3.57,0,0.24,1095.16,321.78,16.27,11.527,7.9,-79.44
120.7042306,31.318071,2021-12-03 10:54:23,4.84,367.58,1,39.35,4.28,0,0.24,1091.56,321.7,16.25,11.528,7.9,-79.42
120.7042193,31.318094,2021-12-03 10:54:25,4.85,367.62,1.6,49.06,5.34,0,0.24,1097.25,321.72,16.23,11.531,7.9,-79.41
120.7042072,31.3181179,2021-12-03 10:54:27,4.85,367.6,1.57,31.27,3.4,0,0.24,1100.03,321.66,16.2,11.536,7.9,-79.4
120.7041949,31.3181413,2021-12-03 10:54:29,4.95,367.67,1.559,32.89,3.58,0,0.24,1105.34,321.73,16.19,11.535,7.9,-79.4
120.7041798,31.3181649,2021-12-03 10:54:31,4.96,367.68,1.71,34.85,3.79,0,0.24,1115.61,321.76,16.21,11.532,7.9,-79.41
120.7041622,31.3181871,2021-12-03 10:54:33,5.03,367.54,1.659,31.43,3.42,0,0.24,1117.98,321.65,16.19,11.531,7.9,-79.42
